v8-version,5,1,281,111,0
code-creation,Handler,4,0x2b1e55b909a0,200,"objectMode"
code-creation,Handler,4,0x2b1e55b90a80,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x2b1e55b90b40,192,"highWaterMark"
code-creation,Handler,4,0x2b1e55b90c00,200,"needDrain"
code-creation,Handler,4,0x2b1e55b90ce0,200,"ending"
code-creation,Handler,4,0x2b1e55b90dc0,200,"ended"
code-creation,Handler,4,0x2b1e55b90ea0,200,"finished"
code-creation,Handler,4,0x2b1e55b90f80,200,"decodeStrings"
code-creation,Handler,4,0x2b1e55b91060,200,"defaultEncoding"
code-creation,Stub,4,0x2b1e55b91140,236,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b91240,192,"length"
code-creation,Handler,4,0x2b1e55b91300,200,"writing"
code-creation,Stub,4,0x2b1e55b913e0,236,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b914e0,192,"corked"
code-creation,Handler,4,0x2b1e55b915a0,200,"sync"
code-creation,Handler,4,0x2b1e55b91680,200,"bufferProcessing"
code-creation,Handler,4,0x2b1e55b91760,200,"onwrite"
code-creation,Handler,4,0x2b1e55b91840,200,"writecb"
code-creation,Stub,4,0x2b1e55b91920,236,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b91a20,192,"writelen"
code-creation,Handler,4,0x2b1e55b91ae0,200,"bufferedRequest"
code-creation,Stub,4,0x2b1e55b91bc0,272,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b91ce0,200,"lastBufferedRequest"
code-creation,Stub,4,0x2b1e55b91dc0,236,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b91ec0,192,"pendingcb"
code-creation,Handler,4,0x2b1e55b91f80,200,"prefinished"
code-creation,Handler,4,0x2b1e55b92060,200,"errorEmitted"
code-creation,Stub,4,0x2b1e55b92140,236,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b92240,192,"bufferedRequestCount"
code-creation,Handler,4,0x2b1e55b92300,200,"next"
code-creation,Handler,4,0x2b1e55b923e0,200,"entry"
code-creation,Handler,4,0x2b1e55b924c0,224,"finish"
tick,0x0,1592306,0,0x0,0
code-creation,Stub,4,0x2b1e55b925a0,272,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b926c0,224,"corkedRequestsFree"
code-creation,Handler,4,0x2b1e55b927a0,200,"_writableState"
code-creation,Handler,4,0x2b1e55b92880,200,"writable"
code-creation,Handler,4,0x2b1e55b92960,200,"allowHalfOpen"
code-creation,Handler,4,0x2b1e55b92a40,164,"once"
code-creation,Handler,4,0x2b1e55b92b00,164,"on"
code-creation,Handler,4,0x2b1e55b92bc0,209,"listener"
code-creation,Handler,4,0x2b1e55b92ca0,224,"end"
code-creation,Handler,4,0x2b1e55b92d80,209,"finish"
code-creation,Handler,4,0x2b1e55b92e60,209,"_socketEnd"
code-creation,Handler,4,0x2b1e55b92f40,200,"destroyed"
code-creation,Stub,4,0x2b1e55b93020,240,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b93120,192,"_bytesDispatched"
code-creation,Handler,4,0x2b1e55b931e0,200,"_sockname"
code-creation,Handler,4,0x2b1e55b932c0,224,"owner"
code-creation,Handler,4,0x2b1e55b933a0,209,"onread"
code-creation,Handler,4,0x2b1e55b93480,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x2b1e55b93520,200,"_writev"
code-creation,Handler,4,0x2b1e55b93600,200,"_pendingData"
code-creation,Handler,4,0x2b1e55b936e0,200,"_pendingEncoding"
code-creation,Stub,4,0x2b1e55b937c0,216,"StoreFieldStub"
code-creation,Handler,4,0x2b1e55b938a0,200,"server"
code-creation,Handler,4,0x2b1e55b93980,200,"_server"
code-creation,Stub,3,0x2b1e55b93a60,2316,"RecordWriteStub"
code-creation,Stub,3,0x2b1e55b94380,2312,"RecordWriteStub"
code-creation,Stub,4,0x2b1e55b94ca0,531,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b94ec0,192,symbol("bytesRead" hash 28dab967)
tick,0xd85bf5,1593402,0,0x7ffc00000003,0,0xd0da60,0x2b1e55b878d1,0x2b1e55b83f39,0x2b1e55b8dcaf,0x2b1e55a092a7,0x2b1e55b83814,0x2b1e55a41f07,0x2b1e55a414fc,0x2b1e55b831f9,0x2b1e55a092a7,0x2b1e55b817e6,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,Handler,4,0x2b1e55b94f80,164,"setBlocking"
code-creation,Handler,4,0x2b1e55b95040,157,"NODE_TTY_UNSAFE_ASYNC"
code-creation,Handler,4,0x2b1e55b950e0,164,"getWindowSize"
code-creation,Stub,4,0x2b1e55b951a0,240,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b952a0,192,"columns"
code-creation,Stub,4,0x2b1e55b95360,240,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b95460,192,"rows"
code-creation,Stub,4,0x2b1e55b95520,575,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b95760,200,"_type"
code-creation,Stub,4,0x2b1e55b95840,240,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b95940,192,"fd"
code-creation,Stub,4,0x2b1e55b95a00,276,"StoreTransitionStub"
code-creation,Handler,4,0x2b1e55b95b20,200,"_isStdio"
tick,0x0,1594501,0,0x0,2
code-creation,LazyCompile,0,0x2b1e55b95c00,316,"$getMaxListeners events.js:69:26",0x12baf8be4c38,~
code-creation,LazyCompile,0,0x2b1e55b95d40,188,"get events.js:31:16",0x12baf8be5478,~
code-creation,Stub,3,0x2b1e55b95e00,563,"FastCloneShallowObjectStub"
tick,0x7fe4063a12dd,1595801,0,0x0,2,0xedba80,0x2b1e55b8383a,0x2b1e55a41f07,0x2b1e55a414fc,0x2b1e55b831f9,0x2b1e55a092a7,0x2b1e55b817e6,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,LazyCompile,0,0x2b1e55b96040,2192,"Console console.js:5:17",0x8d71e1d6cd0,~
code-creation,Stub,3,0x2b1e55b968e0,535,"FastNewRestParameterStub"
code-creation,LazyCompile,0,0x2b1e55b96b00,492,"Console.log console.js:42:33",0x8d71e1d6d90,~
code-creation,Handler,4,0x2b1e55b96d00,164,"info"
code-creation,Handler,4,0x2b1e55b96dc0,164,"bind"
code-creation,Handler,4,0x2b1e55b96e80,224,"info"
code-creation,Handler,4,0x2b1e55b96f60,164,"warn"
code-creation,LazyCompile,0,0x2b1e55b97020,492,"Console.warn console.js:50:34",0x8d71e1d6e50,~
code-creation,Handler,4,0x2b1e55b97220,224,"warn"
code-creation,Handler,4,0x2b1e55b97300,164,"error"
code-creation,Handler,4,0x2b1e55b973c0,224,"error"
code-creation,Handler,4,0x2b1e55b974a0,164,"dir"
code-creation,LazyCompile,0,0x2b1e55b97560,580,"Console.dir console.js:58:33",0x8d71e1d6f10,~
code-creation,Handler,4,0x2b1e55b977c0,224,"dir"
code-creation,Handler,4,0x2b1e55b978a0,164,"time"
tick,0xd09fed,1596840,0,0x0,0,0xd0e1b0,0x2b1e55b96796,0x2b1e55b8383a,0x2b1e55a41f07,0x2b1e55a414fc,0x2b1e55b831f9,0x2b1e55a092a7,0x2b1e55b817e6,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,LazyCompile,0,0x2b1e55b97960,380,"Console.time console.js:64:34",0x8d71e1d6fd0,~
code-creation,Handler,4,0x2b1e55b97ae0,224,"time"
code-creation,Handler,4,0x2b1e55b97bc0,164,"timeEnd"
code-creation,LazyCompile,0,0x2b1e55b97c80,988,"Console.timeEnd console.js:69:37",0x8d71e1d7090,~
code-creation,Handler,4,0x2b1e55b98060,224,"timeEnd"
code-creation,Handler,4,0x2b1e55b98140,164,"trace"
code-creation,LazyCompile,0,0x2b1e55b98200,716,"trace console.js:82:41",0x8d71e1d7150,~
code-creation,Handler,4,0x2b1e55b984e0,224,"trace"
code-creation,Handler,4,0x2b1e55b985c0,164,"assert"
code-creation,LazyCompile,0,0x2b1e55b98680,548,"Console.assert console.js:93:36",0x8d71e1d7210,~
code-creation,Handler,4,0x2b1e55b988c0,224,"assert"
code-disable-optimization,"installInspectorConsoleIfNeeded","TryCatchStatement"
code-creation,LazyCompile,0,0x2b1e55b989a0,3268,"installInspectorConsoleIfNeeded bootstrap_node.js:264:43",0x12baf8bdd290,
tick,0xe18a30,1597919,0,0x7ffc5d3e5ec0,2,0xe8cd00,0x2b1e55b96c65,0x2b1e55b8182c,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,LazyCompile,0,0x2b1e55b99680,4512,"exports.format util.js:67:26",0x12baf8bed730,~
code-creation,Stub,15,0x2b1e55b9a820,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55b9a8a0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x2b1e55b9a920,1076,"Socket.write net.js:652:34",0x8d71e137aa0,~
code-creation,LazyCompile,0,0x2b1e55b9ad60,1284,"Writable.write _stream_writable.js:223:36",0x347fc8351668,~
code-creation,LazyCompile,0,0x2b1e55b9b280,780,"validChunk _stream_writable.js:204:20",0x347fc8350748,~
code-creation,LazyCompile,0,0x2b1e55b9b5a0,1628,"writeOrBuffer _stream_writable.js:294:23",0x347fc83508c8,~
code-creation,LazyCompile,0,0x2b1e55b9bc00,476,"decodeChunk _stream_writable.js:282:21",0x347fc8350808,~
tick,0x9fa5f1,1598989,0,0x7ffc5d3e59c0,2,0xe8cd00,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b8182c,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,LazyCompile,0,0x2b1e55b9bde0,596,"doWrite _stream_writable.js:325:17",0x347fc8350988,~
code-creation,LazyCompile,0,0x2b1e55b9c040,268,"Socket._write net.js:729:35",0x8d71e137ce0,~
code-creation,LazyCompile,0,0x2b1e55b9c160,3128,"Socket._writeGeneric net.js:661:42",0x8d71e137b60,~
code-creation,LazyCompile,0,0x2b1e55b9cda0,448,"_unrefTimer net.js:201:52",0x8d71e1368a0,~
code-creation,LazyCompile,0,0x2b1e55b9cf60,228,"exports._unrefActive timers.js:109:32",0x347fc8315d00,~
code-creation,LazyCompile,0,0x2b1e55b9d060,1156,"insert timers.js:119:16",0x347fc8314e00,~
code-creation,Stub,16,0x2b1e55b9d500,347,"CompareICStub"
code-creation,LazyCompile,0,0x2b1e55b9d660,1380,"createWriteReq net.js:733:24",0x8d71e135be0,~
tick,0x7fe4066844bd,1601582,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b8182c,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,LazyCompile,0,0x2b1e55b9dbe0,228,"WritableState.onwrite _stream_writable.js:89:26",0x8d71e1e4248,~
code-creation,LazyCompile,0,0x2b1e55b9dce0,868,"onwrite _stream_writable.js:355:17",0x347fc8350bc8,~
code-creation,LazyCompile,0,0x2b1e55b9e060,388,"onwriteStateUpdate _stream_writable.js:348:28",0x347fc8350b08,~
code-creation,LazyCompile,0,0x2b1e55b9e200,572,"needFinish _stream_writable.js:493:20",0x347fc8350ec8,~
code-creation,LazyCompile,0,0x2b1e55b9e440,1400,"nextTick internal/process/next_tick.js:140:20",0x347fc83280f0,~
tick,0x0,1602372,0,0xc30fbf,0
code-creation,Stub,4,0x2b1e55b9e9c0,503,"LoadFastElementStub"
code-creation,LazyCompile,0,0x2b1e55b9ebc0,260,"getXYTile /home/david/ipv4explorer/build-tiles/build-tiles.js:54:20",0x347fc8369b70,~
code-creation,LazyCompile,0,0x2b1e55b9ece0,452,"find native array.js:1227:19",0x12baf8b54bf0,~
code-creation,LazyCompile,0,0x2b1e55b9eec0,608,"InnerArrayFind native array.js:1215:24",0x12baf8b54b48,~
code-creation,LazyCompile,0,0x2b1e55b9f120,412,"findXY /home/david/ipv4explorer/build-tiles/build-tiles.js:51:17",0x347fc8369ab0,~
code-creation,Stub,4,0x2b1e55b9f2c0,279,"LoadFieldStub"
tick,0x0,1603447,0,0x0,0
code-creation,Stub,4,0x2b1e55b9f3e0,667,"StoreFastElementStub"
code-creation,Stub,4,0x2b1e55b9f680,279,"LoadFieldStub"
code-creation,Handler,4,0x2b1e55b9f7a0,164,"find"
code-creation,Stub,16,0x2b1e55b9f860,288,"CompareICStub"
code-creation,LazyCompile,0,0x2b1e55b9f980,412,"findXY /home/david/ipv4explorer/build-tiles/build-tiles.js:51:17",0x347fc8369ab0,~
code-creation,LazyCompile,1,0x2b1e55b9fb20,450,"findXY /home/david/ipv4explorer/build-tiles/build-tiles.js:51:17",0x347fc8369ab0,*
code-creation,LazyCompile,0,0x2b1e55b9fd00,412,"compareTo /home/david/ipv4explorer/build-tiles/build-tiles.js:48:20",0x347fc83699f0,~
code-creation,Handler,4,0x2b1e55b9fea0,164,"write"
tick,0xd7a7b7,1604519,0,0x2cbf2a0,0,0xd0da60,0x2b1e55b96c3a,0x2b1e55b81cb5,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,Handler,4,0x2b1e55b9ff60,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Stub,4,0x2b1e55ba0020,112,"LoadFieldStub"
code-creation,Stub,4,0x2b1e55ba00a0,184,"StoreFieldStub"
code-creation,Handler,4,0x2b1e55ba0160,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Stub,4,0x2b1e55ba0220,180,"StoreFieldStub"
code-creation,Stub,4,0x2b1e55ba02e0,112,"LoadFieldStub"
code-creation,Stub,4,0x2b1e55ba0360,184,"StoreFieldStub"
code-creation,Stub,4,0x2b1e55ba0420,216,"StoreFieldStub"
code-creation,Stub,4,0x2b1e55ba0500,212,"StoreFieldStub"
code-creation,Stub,4,0x2b1e55ba05e0,212,"StoreFieldStub"
code-creation,Stub,4,0x2b1e55ba06c0,120,"LoadConstantStub"
code-creation,Handler,4,0x2b1e55ba0740,164,"_write"
code-creation,Stub,4,0x2b1e55ba0800,112,"LoadFieldStub"
code-creation,Stub,4,0x2b1e55ba0880,120,"LoadConstantStub"
code-creation,Handler,4,0x2b1e55ba0900,164,"_writeGeneric"
code-creation,Stub,4,0x2b1e55ba09c0,216,"StoreFieldStub"
tick,0x7fe4063a12dd,1605603,0,0x0,0,0xd0edb0,0x2b1e55b9c348,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b81cb5,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,Stub,4,0x2b1e55ba0aa0,216,"StoreFieldStub"
code-creation,Handler,4,0x2b1e55ba0b80,164,"_unrefTimer"
code-creation,Handler,4,0x2b1e55ba0c40,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x2b1e55ba0ce0,224,"handle"
code-creation,Handler,4,0x2b1e55ba0dc0,209,"oncomplete"
code-creation,Handler,4,0x2b1e55ba0ea0,200,"async"
code-creation,Handler,4,0x2b1e55ba0f80,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x2b1e55ba1040,164,"writeUtf8String"
tick,0x7fe4066844bd,1606837,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b81cb5,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,Stub,4,0x2b1e55ba1100,184,"StoreFieldStub"
code-creation,Stub,4,0x2b1e55ba11c0,112,"LoadFieldStub"
code-creation,Stub,4,0x2b1e55ba1240,112,"LoadFieldStub"
code-creation,Stub,4,0x2b1e55ba12c0,112,"LoadFieldStub"
code-creation,Stub,4,0x2b1e55ba1340,112,"LoadFieldStub"
code-creation,Stub,4,0x2b1e55ba13c0,112,"LoadFieldStub"
code-creation,Handler,4,0x2b1e55ba1440,144,"args"
code-creation,Stub,15,0x2b1e55ba14e0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1560,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba15e0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1660,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba16e0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1760,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba17e0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1860,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba18e0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1960,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba19e0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1a60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1ae0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1b60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1be0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1c60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1ce0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1d60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1de0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x2b1e55ba1e60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-disable-optimization,"fs.writeFileSync","TryFinallyStatement"
tick,0x7fe406e3de60,1608774,0,0x7fe406e3df19,2,0xe8cd00,0x2b1e55b80e38,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,LazyCompile,0,0x2b1e55ba1ee0,2448,"fs.writeFileSync fs.js:1343:28",0x347fc83422a8,
code-creation,Stub,15,0x2b1e55ba2880,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x2b1e55ba2900,1244,"fs.writeSync fs.js:788:24",0x347fc833fea8,~
tick,0xd062f7,1609844,0,0x100,0,0xd0da60,0x2b1e55b80adb,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
tick,0x7fe4066844bd,1611051,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b8182c,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
tick,0x7fe4066844bd,1612083,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b81cb5,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
code-creation,Handler,4,0x2b1e55ba2de0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x2b1e55ba2ea0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
tick,0x7fe4066844bd,1613863,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b8182c,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
tick,0x7fe4066844bd,1614563,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b81cb5,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
tick,0x7fe4066844bd,1615451,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b8182c,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
tick,0x7fe4066844bd,1618841,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b8182c,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
tick,0x7fe4066844bd,1619679,1,0x10eb5c0,4,0x9eef10,0x2b1e55b9da48,0x2b1e55b9cb49,0x2b1e55b9c105,0x2b1e55b9bfc7,0x2b1e55b9bbac,0x2b1e55b9b20f,0x2b1e55b9ad05,0x2b1e55b96ca4,0x2b1e55b81cb5,0x2b1e55b80e1c,0x2b1e55b0e9f0,0x2b1e55b0e755,0x2b1e55b4cb38,0x2b1e55b4c394,0x2b1e55b44a0b,0x2b1e55b43472,0x2b1e55b42f9d,0x2b1e55b374a2,0x2b1e55b36f6a,0x2b1e55b36df0,0x2b1e55a40c61,0x2b1e55a3ef02
